My,favorite,professors,planted,ideas,and,nurtured,and,fed,the,students,until,they,flourished,and,produced,their,own,fruitful,ideas,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It,describes,best,what,the,teacher,is,and,what,the,students,are,.,The,best,teachers,guided,students,through,their,class,and,if,necessary,gave,them,orders,and,discipline,but,did,not,do,their,work,for,them,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,like,it,because,I,believe,the,teacher,is,an,overseer,who,guides,the,student,in,education,.,They,help,them,develop,the,tools,they,need,in,mastering,the,educational,system,.,This,metaphor,was,seen,several,times,in,my,past,college,career,.,A,teacher,helped,me,learn,new,skills,to,become,a,productive,member,of,the,work,force,and,life,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,prefer,this,metaphor,the,best,because,it,shows,how,something,can,start,small,and,a,teacher,helps,them,bloom,and,grow,to,be,their,best,self,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,teacher,provides,for,the,plant,and,the,plant,takes,in,what,it,is,given,and,uses,it,to,build,itself,up,.,It,is,a,two,party,system,in,which,each,fulfills,a,role,but,the,majority,of,the,actual,work,is,performed,by,the,student,but,in,the,proper,environment,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,like,the,analogy,of,you,start,with,a,seed,as,a,gardener,and,slowly,watch,it,grow,into,something,.,Where,as,with,a,student,you,have,a,new,one,every,semester,to,plant,that,seed,and,watch,it,grow,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,think,this,is,most,illustrative,of,the,relationship,between,teachers,and,students,.,Teachers,are,the,experts,.,They,know,where,the,class,is,going,how,theyre,going,to,get,there,and,the,details,along,the,way,.,The,students,are,guided,there,by,the,teacher,but,they,dont,have,to,be,passive,can,ask,questions,etc,and,they,dont,even,have,to,pay,attention,if,they,dont,want,.,The,teacher,would,like,them,to,follow,and,like,them,to,pay,attention,but,thats,up,to,the,students,.,The,teacher,is,just,a,guide,not,a,taskmaster,or,a,teammate,.,It,is,ultimately,the,students,responsibility,to,get,things,out,of,the,tour,.,Also,I,dont,think,classmates,are,necessarily,buddies,or,on,the,same,team,or,anything,like,that,.,Theyre,individuals,who,may,or,may,not,band,together,but,they,arent,inherently,interested,in,a,shared,goal,with,each,other,or,even,with,the,teacher,.,So,the,tour,guide,metaphor,works,there,too,.
This,one,was,my,favourite,metaphor,because,to,me,it,explains,so,well,the,bond,as,well,the,relationship,which,students,and,teachers,share,.,Students,need,the,guidance,of,teachers,like,sailors,need,to,be,guided,by,their,captain,as,he,or,she,steers,them,forward,onto,the,right,course,which,could,also,be,symbolic,of,their,path,or,destiny,.,I,have,certainly,felt,similarly,with,my,own,experiences,of,the,teaching,that,I,have,received,in,college,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First,off,Im,enjoying,the,mental,picture,of,some,of,my,college,professors,as,pirates,shivering,their,timbers,with,eye,patches,and,parrots,on,their,shoulders,.,I,think,this,metaphor,is,the,most,apt,because,the,teacher,sets,the,course,its,syllabus,and,exactly,what,will,be,taught,just,as,a,ship,captain,sets,the,course,makes,daily,decisions,to,detour,here,or,there,and,guides,the,shipboard,operations,all,the,while,.,Students,pile,in,to,a,lecture,hall,or,the,cargo,hold,of,the,boat,get,their,marching,orders,or,syllabus,and,off,they,go,to,the,port,of,Des,Moines,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
They,plant,the,seeds,of,knowledge,tend,to,the,growth,of,that,knowledge,and,finally,fine,prune,that,knowledge,guiding,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plants,grow,and,so,do,students,.,I,like,the,idea,that,teachers,help,students,grow,into,their,full,potential,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coaches,are,a,type,of,teacher,they,offer,advice,they,guide,they,instruct,they,encourage,.,Students,are,academic,athletes,who,must,learn,from,their,teachers,but,when,they,are,out,in,the,field,taking,a,test,or,working,a,job,they,must,rely,on,what,they,learned,from,their,coach,.,They,are,on,their,own,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Because,students,are,the,nucleus,of,the,future,the,mainstay,of,the,country,.,Should,be,cared,for,and,trained,so,this,statement,is,very,TRUE,for,the,job,of,university,lecturers,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Because,gardeners,nurture,plants,to,survive,and,grow,as,do,teachers,.,My,teachers,nurtured,our,minds,helped,us,along,to,understand,the,material,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,think,it,fits,well,with,saying,that,a,teacher,helps,to,shape,a,students,mind,just,as,a,sculptor,shapes,the,clay,.,I,feel,like,my,college,teachers,have,helped,shape,me,in,some,ways,as,how,to,think,about,certain,subjects,or,view,certain,aspects,of,a,subject,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Once,again,I,think,this,is,most,apt,because,I,felt,that,in,the,majority,of,my,college,courses,at,the,graduate,and,undergraduate,levels,the,professors,were,not,interested,in,my,thoughts,or,freedom,of,thought,but,wanted,to,push,their,political,viewpoints,down,my,throat,.,They,wanted,to,sculpt,me,in,their,image,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
its,TRUE,that,teachers,show,students,around,and,give,them,a,peek,at,a,lot,of,things,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,just,like,what,it,says,.,The,teacher,plants,the,seeds,and,helps,the,students,grow,in,their,college,journeys,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Because,I,believe,a,sculptor,sees,the,potential,in,the,clay,and,can,see,in,their,mind,what,they,want,to,create,with,it,.,It,is,not,a,metaphor,where,someone,is,greater,than,another,.,This,metaphor,explains,that,there,is,a,person,that,sees,the,greatness,and,wants,to,bring,it,out,.,In,the,metaphor,it,is,the,clay,and,as,a,teacher,it,is,the,student,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It,is,the,most,living,and,vital,of,the,metaphors,.,I,also,like,the,mental,imagery,it,generates,.,I,am,a,gardener,too,so,I,get,it,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardeners,supply,water,and,some,tender,loving,care,and,let,nature,students,take,care,of,the,rest,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
After,viewing,the,others,I,think,its,the,most,apt,.,Ultimately,learning,is,in,the,hands,of,the,student,and,cant,be,forced,by,the,teacher,.,They,can,try,to,help,it,and,they,can,prune,the,bits,that,dont,belong,but,its,still,up,to,the,student,in,the,end,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,comes,closest,to,the,idea,that,the,teacher,pushes,students,in,the,right,direction,but,that,the,students,are,ultimately,responsible,for,their,own,growth,.,The,teacher,helps,guide,their,growth,much,like,a,gardener,tends,his,plants,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,think,it,fits,best,because,it,puts,empowerment,into,the,hands,of,the,students,and,gives,them,the,responsibility,of,picking,the,right,tools,from,the,class,and,teacher,and,using,them,to,their,benefit,rather,than,implying,its,the,teachers,responsibility,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,liked,this,metaphor,because,it,emphasizes,the,advising,and,teaching,role,of,the,teacher,and,the,individuality,of,the,students,.,They,are,not,all,being,molded,the,same,or,taking,all,of,the,nurturing,from,the,teacher,but,instead,growing,and,changing,in,their,own,ways,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Since,I,referenced,Allan,Bloom,in,my,response,Ill,quote,him,now,One,of,the,most,flattering,things,that,ever,happened,to,me,as,a,teacher,occurred,when,I,received,a,postcard,from,a,very,good,student,on,his,first,visit,to,Italy,who,wrote,You,are,not,a,professor,of,political,philosophy,but,a,travel,agent,.,Nothing,could,have,better,expressed,my,intention,as,an,educator,.,He,thought,I,had,prepared,him,to,see,.,Then,he,could,begin,thinking,for,himself,with,something,to,think,about,.,The,real,sensation,of,the,Florence,in,which,Machiavelli,is,believable,is,worth,all,the,formulas,of,metaphysics,ten,times,over,.,Education,in,our,times,must,try,to,find,whatever,there,is,in,students,that,might,yearn,for,completion,and,to,reconstruct,the,learning,that,would,enable,them,autonomously,to,seek,that,completion,.,,,,,,,,,,,,,,,,,,,,,,,,,,
I,think,it,fits,because,they,are,steering,you,to,a,good,future,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,prefer,this,because,teachers,are,showing,a,new,world,of,knowledge,to,students,.,Thus,they,are,like,tour,guides,and,must,show,the,sights,to,students,tourists,.,It,makes,the,most,sense,in,a,knowledgelearning,way,.,It,makes,the,most,sense,because,tour,guides,teach,and,tourists,listen,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It,fits,because,a,lot,of,my,teachers,have,all,had,a,hand,in,molding,me,to,be,the,person,I,am,today,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,prefer,this,metaphor,because,I,believe,it,most,accurately,captures,the,essence,of,the,teacher,or,student,relationship,.,Students,have,to,grow,on,their,own,but,teachers,are,there,to,foster,their,growth,and,development,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,prefer,this,metaphor,because,I,think,it,is,the,most,accurate,description,of,teaching,.,It,fits,my,experiences,of,what,I,went,through,when,I,was,studying,in,college,.,Teachers,are,coaches,that,push,students,to,improve,in,certain,areas,.,They,direct,them,on,what,to,study,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Again,college,students,are,not,children,.,By,that,point,in,their,lives,they,only,need,guidance,and,should,be,left,alone,to,create,their,own,paths,.,So,in,this,context,that,would,mean,that,the,teacher,simply,coaches,by,giving,game,plans,support,and,examples,while,the,implementation,is,up,to,the,students,athletes,.,That,is,they,must,put,forth,the,effort,to,succeed,.,It,can,not,be,handed,to,them,.,Out,of,all,the,ones,given,this,is,the,most,accurate,representation,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
